source_id,gincdif,freehms,stflife,happy,trstprl
54862,1,1,8,8,6
54879,1,1,8,7,6
54904,1,1,8,8,8
54927,1,1,8,7,8
54961,1,1,7,7,6
54981,1,1,8,8,8
54985,1,1,8,8,6
54994,1,1,7,7,8
54998,1,1,8,8,7
55009,1,1,8,7,6
55043,1,1,8,7,6
55049,1,1,8,8,6
55083,1,1,8,8,6
55165,1,1,8,7,8
55171,1,1,8,7,6
55238,1,1,8,8,8
55277,1,1,8,8,6
55283,1,1,8,7,6
55325,1,1,7,8,8
55338,1,1,7,8,6
55383,1,1,8,7,6
55403,1,1,8,8,8
55429,1,1,8,7,6
55449,1,1,8,7,8
55454,1,1,8,7,7
55460,1,1,8,7,7
55475,1,1,8,8,7
55517,1,1,8,8,7
55532,1,1,8,8,8
55537,1,1,8,7,8
55543,1,1,8,8,6
55574,1,1,8,7,7
55591,1,1,8,7,7
55607,2,1,7,7,6
55612,1,1,8,7,8
55617,1,1,8,7,7
55619,1,1,8,8,7
55621,1,1,7,7,7
55631,1,1,8,8,7
55651,1,1,8,8,6
55684,1,1,7,7,7
55700,1,1,7,7,7
55702,1,2,8,6,6
55705,1,1,8,7,6
55708,1,1,7,8,7
55711,1,1,7,7,6
55773,1,1,8,8,8
55774,1,1,8,8,7
55782,1,1,8,7,6
55851,1,1,8,8,6
55871,1,1,7,7,8
55872,1,1,8,7,6
55922,1,1,7,8,7
55930,2,1,7,7,7
55946,1,1,8,7,8
55953,1,1,8,8,7
55957,1,1,8,8,8
55959,1,1,8,7,8
56016,1,1,8,7,7
56029,1,1,8,8,6
56033,1,1,8,7,6
56052,1,1,8,7,6
56053,1,1,8,8,6
56093,1,1,8,8,6
56101,1,1,8,8,8
56151,1,1,7,7,6
56153,1,1,8,8,7
56155,1,1,8,7,6
56167,1,1,8,7,6
56215,1,1,8,8,6
56324,1,1,8,8,7
56407,1,1,8,7,8
56450,1,1,8,8,6
56470,1,1,7,8,6
56474,1,1,7,8,8
56491,1,1,8,7,6
56504,1,1,8,7,5
56527,1,1,8,8,6
56550,1,1,7,7,7
56553,1,1,7,7,7
56554,1,1,8,8,8
56644,1,1,7,7,7
56654,1,1,8,7,6
56668,1,1,8,7,6
56674,1,1,8,8,6
56682,1,1,8,8,7
56700,1,1,7,7,6
56726,1,1,8,8,6
56760,1,1,9,8,6
56768,1,1,7,7,6
56778,1,1,8,8,6
56787,1,1,7,7,7
56809,1,1,8,7,8
57003,1,1,8,7,8
57028,1,1,8,8,6
57067,1,1,8,8,7
57070,1,1,7,8,6
57076,1,1,8,8,6
57078,1,1,7,7,6
57089,1,1,8,8,6
57092,1,1,7,7,4
57107,1,1,8,8,6
57109,1,1,8,7,6
57116,1,1,8,7,7
57119,1,1,8,8,7
57125,1,1,7,7,8
57139,1,1,8,8,6
57152,1,1,7,8,6
57183,1,1,8,8,7
57214,1,1,8,8,8
57255,1,1,7,7,6
57271,1,1,8,7,6
57275,1,1,8,8,6
57292,1,1,7,8,8
57372,1,1,8,8,6
57392,1,1,8,8,6
57410,1,1,8,8,7
57433,1,1,8,7,8
57441,1,1,8,8,8
57465,1,1,8,7,6
57466,1,1,8,8,8
57477,1,1,8,7,8
57504,1,1,8,8,6
57517,1,1,8,7,8
57546,1,1,8,7,7
57557,1,1,8,8,6
57587,1,1,8,7,6
57608,1,1,7,7,8
57618,1,1,7,7,5
57644,1,1,8,7,7
57650,1,1,8,8,7
57668,2,1,8,8,8
57744,1,1,8,8,7
57753,2,1,8,7,7
57764,1,1,8,7,8
57770,1,1,8,7,8
57793,1,1,7,7,8
57813,1,1,8,7,6
57818,1,1,8,7,6
57825,1,1,6,6,4
57828,1,1,8,8,8
57842,1,1,8,7,7
57848,1,1,8,8,6
57850,1,1,8,8,7
57878,1,1,7,7,7
57884,1,1,8,7,6
57885,1,1,7,8,6
57888,1,1,7,7,7
57962,1,1,8,7,6
57990,1,1,8,8,6
58025,1,1,7,8,8
58027,1,1,8,8,5
58054,1,1,8,7,8
58080,1,1,8,8,7
58095,1,1,8,7,7
58128,1,1,7,8,8
58228,1,1,8,7,7
58265,1,1,8,8,8
58351,1,1,7,7,7
58377,1,1,8,7,6
58387,1,1,7,8,6
58473,1,1,8,7,6
58475,1,1,8,8,6
58485,1,1,8,7,7
58575,1,1,8,7,8
58617,1,1,8,7,7
58634,1,1,8,7,6
58703,1,1,8,7,6
58704,1,1,7,7,6
58714,1,1,8,7,8
58756,1,1,7,7,6
58830,1,1,8,7,6
58856,1,1,8,8,8
58888,1,1,7,7,6
58890,1,1,8,8,7
58920,1,1,8,8,6
58937,1,1,7,8,6
58950,1,1,7,8,8
58985,1,1,8,7,6
58992,2,1,8,8,7
59049,2,1,7,7,5
59068,1,1,8,8,8
59090,1,1,8,7,6
59101,2,1,7,7,6
59187,1,1,8,7,5
59209,1,1,8,8,6
59216,1,1,8,7,5
59232,1,1,8,8,6
59235,1,1,8,7,7
59284,1,1,8,8,8
59322,1,1,8,8,8
59396,1,1,8,8,6
59467,1,1,8,7,6
59475,1,1,8,7,6
59485,1,1,8,8,8
59638,1,1,8,7,8
59667,1,1,8,8,8
59669,1,1,8,8,6
59674,1,1,8,7,6
59697,1,1,8,8,7
59732,1,1,8,8,7
59802,1,1,8,8,6
59835,1,1,7,7,7
59848,2,1,8,8,7
59854,1,1,8,7,7
59876,1,1,8,8,7
59888,1,1,8,7,8
59961,1,1,8,7,6
59966,1,1,7,8,6
59979,1,1,8,7,6
60028,1,1,8,8,6
60033,1,1,8,8,7
60078,1,1,8,7,6
60117,1,1,8,7,6
60222,1,1,8,7,7
60266,1,1,8,7,8
60278,1,1,8,7,6
60284,1,1,7,7,7
60317,1,1,8,7,6
60357,1,1,7,7,7
60371,1,1,7,7,6
60508,1,1,8,8,7
60545,1,1,8,7,7
60553,1,1,8,7,6
60561,1,1,6,7,5
60597,1,1,8,8,7
60636,1,1,7,6,4
60669,1,1,8,8,7
60671,1,1,8,8,6
60675,1,1,8,7,6
60686,1,1,8,8,8
60719,1,1,8,7,8
60776,1,1,8,7,7
60857,1,1,8,8,6
60920,1,1,7,7,8
60954,1,1,8,7,8
60958,1,1,8,8,6
60991,1,1,8,8,6
61005,1,1,8,8,6
61007,1,1,7,7,6
61016,1,1,8,7,7
61022,1,1,7,7,7
61063,1,1,8,7,6
61116,1,1,8,8,8
61125,1,1,7,7,6
61177,1,1,8,8,6
61178,1,1,8,7,8
61187,1,1,6,7,6
61254,1,1,7,7,6
61261,2,1,8,7,7
61262,1,1,8,7,8
61270,1,1,5,6,4
61339,1,1,7,8,6
61369,1,1,8,7,7
61372,1,1,8,7,6
61373,1,1,7,7,7
61400,1,1,8,7,6
61508,1,1,8,8,8
61523,1,1,7,7,7
61576,1,1,8,7,6
61592,1,1,8,7,6
61599,1,1,8,8,7
61615,1,1,8,7,7
61635,1,1,7,7,8
61713,1,1,8,7,7
61725,1,1,7,8,6
61738,1,1,7,7,6
61807,1,2,8,7,7
61840,1,1,8,7,5
61853,1,1,8,8,8
61863,1,1,7,7,6
61865,1,1,8,8,8
61875,1,1,8,8,7
61919,1,1,8,8,6
61921,1,1,8,7,6
61960,1,1,8,7,6
61991,1,1,8,8,6
62035,1,1,8,8,7
62077,1,1,8,7,7
62099,2,1,8,7,6
62124,1,1,7,7,6
62136,1,1,8,8,8
62183,1,1,8,8,6
62190,1,1,8,8,7
62201,1,1,7,7,8
62212,1,1,8,8,8
62226,1,1,8,7,6
62254,1,1,8,7,6
62296,1,1,8,7,8
62310,1,1,8,7,7
62423,1,1,7,7,7
62449,1,1,7,7,7
62477,1,1,8,7,8
62520,1,1,9,8,6
62591,1,1,8,8,6
62647,1,1,7,8,6
62660,1,1,8,7,6
62675,1,1,8,8,6
62676,1,1,8,8,7
62779,1,1,8,8,7
62792,1,1,8,7,7
62853,1,1,8,8,8
62883,1,1,8,8,6
62887,1,1,7,8,6
62977,1,1,7,8,7
63051,1,1,8,8,5
63081,1,1,8,7,6
63103,1,1,8,8,6
63104,1,1,8,7,8
63122,1,1,8,7,6
63123,1,1,8,8,6
63129,1,1,8,7,8
63139,1,1,7,7,4
63166,1,1,8,7,5
63173,1,1,7,8,6
63223,1,1,8,8,6
63253,1,1,8,8,6
63254,1,1,8,8,6
63264,1,1,7,8,7
63291,1,1,8,8,6
63323,1,1,7,7,6
63359,1,1,8,8,8
63363,1,1,8,8,6
63384,1,1,8,8,6
63389,1,1,8,7,6
63391,1,1,8,8,6
63394,1,1,7,8,5
63413,1,1,7,7,6
63421,1,1,8,8,7
63441,1,1,8,8,6
63447,1,1,8,8,6
63497,1,1,7,8,7
63511,1,1,7,7,8
63543,1,1,8,8,8
63619,1,1,8,7,6
63623,1,1,8,8,6
63629,1,1,8,8,7
63630,1,1,8,7,7
63637,1,1,8,7,6
63654,1,1,8,8,6
63827,1,1,8,8,6
63842,1,1,8,7,7
63880,1,1,8,8,7
63914,1,1,8,8,6
63950,1,1,7,7,8
63980,1,1,8,7,6
64033,1,1,8,7,7
64051,1,1,7,7,8
64063,1,1,7,8,7
64098,1,1,7,7,7
64129,1,1,7,7,6
64154,1,1,8,7,7
64157,1,1,8,8,7
64167,1,1,8,8,7
64214,1,1,8,8,7
64300,1,1,8,8,6
64357,1,1,7,7,5
64358,1,1,7,7,6
64393,1,1,8,8,8
64398,1,1,8,8,6
64406,1,1,8,7,8
64483,1,1,8,8,6
64492,2,1,8,8,6
64493,1,1,8,7,6
64510,1,1,8,7,7
64595,1,1,8,8,8
64605,1,1,7,7,8
64639,1,1,8,8,6
64640,1,1,8,7,7
64650,1,1,8,7,6
64659,1,1,8,7,6
64719,1,1,8,7,7
64728,1,1,8,8,8
64732,1,1,8,7,7
64736,1,1,8,7,7
64751,1,1,8,8,8
64769,1,1,7,7,6
64781,1,1,7,7,7
64846,1,1,8,8,6
64887,1,1,7,8,5
64898,1,1,8,7,6
64903,1,1,8,8,7
64918,1,1,7,8,6
64923,1,1,8,8,6
64942,1,1,8,7,6
64952,1,1,8,7,7
64999,1,1,8,7,6
65003,1,1,8,7,7
65021,1,1,7,8,8
65049,1,1,8,7,6
65070,1,1,8,7,7
65128,1,1,8,7,8
65167,1,1,7,7,7
65172,1,1,8,7,8
65180,1,1,8,8,8
65253,1,1,8,7,7
65285,1,1,8,8,8
65304,1,1,8,7,6
65357,1,1,7,7,6
65358,1,1,7,8,7
65361,1,1,8,8,6
65365,1,1,8,8,8
65385,1,1,7,7,7
65426,1,1,8,8,6
65431,1,1,8,7,7
65454,1,1,8,7,6
65495,2,1,8,8,7
65499,2,1,8,8,6
65544,1,1,7,7,6
65588,1,1,8,7,5
65600,1,1,8,7,8
65610,1,1,8,8,8
65637,1,1,8,7,8
65653,1,1,8,7,7
65726,1,1,8,8,7
65851,1,1,8,8,7
65878,1,1,8,7,7
65904,1,1,8,7,7
65953,1,1,8,7,8
65957,1,1,8,8,7
65987,1,1,8,7,8
66019,1,1,7,7,6
66029,2,1,8,8,8
66037,1,1,8,7,6
66039,1,1,8,8,7
66065,1,1,8,7,6
66090,1,1,8,8,7
66156,1,1,8,7,8
66163,1,1,8,7,6
66340,1,1,8,8,8
66344,1,1,8,8,6
66361,1,1,8,7,6
66385,1,1,8,8,7
66407,1,1,8,8,7
66457,1,1,8,7,7
66489,1,1,8,8,7
66509,1,1,8,7,6
66582,1,1,8,8,8
66591,1,1,8,7,6
66602,1,1,7,7,7
66627,1,1,7,8,8
66631,1,1,8,8,7
66670,1,1,8,8,8
66696,1,1,8,7,8
66757,1,1,8,7,8
66769,1,1,7,7,6
66856,2,1,8,7,6
66917,1,1,8,8,6
66938,1,1,8,7,6
66974,1,1,8,7,7
67007,1,1,8,7,6
67028,1,1,8,7,8
67041,1,1,7,7,6
67044,1,1,7,7,7
67082,1,1,8,7,6
67097,1,1,8,8,6
67138,1,1,7,7,6
67180,1,1,8,8,6
67191,1,1,8,7,8
67311,1,1,7,8,7
67340,1,1,8,8,6
67430,1,1,8,8,6
67438,1,1,7,7,6
67440,1,1,8,8,7
67459,1,1,8,7,6
67462,1,1,8,8,7
67477,1,1,7,7,8
67479,1,1,8,7,6
67505,2,1,8,8,6
67534,1,1,8,7,6
67573,1,1,8,8,8
67582,1,1,7,8,7
67611,1,1,8,7,8
67614,1,1,8,7,6
67627,1,1,8,7,7
67665,1,1,7,7,6
67691,1,1,8,7,6
67700,1,1,8,7,7
67715,1,1,8,7,7
67797,1,1,7,7,7
67887,1,1,8,7,6
67918,1,1,8,7,6
67929,1,1,7,7,6
67943,1,1,8,7,7
67975,1,1,8,7,7
67979,1,1,7,8,6
67996,1,1,8,7,6
67998,1,1,8,7,6
68005,1,1,8,8,7
68011,1,1,8,8,6
68029,1,1,8,8,8
68048,1,1,8,8,6
68052,1,1,7,7,6
68079,1,1,8,7,8
68102,1,1,8,8,8
68161,1,1,8,8,8
68250,2,1,8,7,8
68264,1,1,7,7,7
68267,1,1,8,8,6
68288,1,1,8,8,8
68334,1,1,8,8,6
68336,1,1,8,8,8
68352,1,1,8,8,7
68357,1,1,8,7,7
68377,1,1,8,8,7
68398,1,1,8,8,7
68413,1,1,8,8,5
68442,1,1,8,7,6
68512,1,1,8,8,7
68519,1,1,8,8,6
68534,1,1,8,7,8
68573,1,1,7,7,6
68583,1,1,7,7,6
68641,1,1,7,7,6
68704,1,1,8,7,5
68710,1,1,8,7,7
68718,1,1,8,7,6
68719,1,1,8,7,8
68740,1,1,7,7,6
68750,1,1,8,8,7
68758,1,1,8,7,6
68779,1,1,8,8,6
68783,1,1,8,7,6
68818,1,1,8,8,7
68840,1,1,8,8,7
68861,1,1,7,7,6
68962,1,1,8,7,6
69024,1,1,7,7,7
69079,1,1,8,8,8
69139,1,1,8,8,8
69146,1,1,8,8,7
69147,1,1,8,8,7
69153,1,1,8,8,6
69159,1,1,7,7,7
69255,1,1,8,8,6
69256,1,1,8,8,6
69282,1,1,7,7,7
69293,1,1,8,8,5
69305,1,1,7,8,6
69348,1,1,8,7,8
69372,1,1,8,7,6
69378,1,1,8,8,8
69461,1,1,7,8,7
69495,1,1,8,8,6
69549,1,1,7,7,8
69551,1,1,8,7,7
69583,1,1,7,7,6
69652,1,1,7,8,8
69660,1,1,7,7,6
69675,1,1,7,7,7
69772,2,1,7,7,7
69832,1,1,7,7,7
69869,2,1,8,8,8
69872,1,1,7,8,8
69902,1,1,7,8,7
69911,1,1,8,7,8
69931,1,1,8,7,8
69934,1,1,8,8,6
69942,1,1,8,8,6
69948,1,,7,8,5
69980,1,1,8,8,6
70045,1,1,8,7,7
70050,1,1,8,7,7
70062,1,1,8,7,6
70066,1,1,8,7,8
70084,1,1,8,7,8
70109,1,1,7,7,8
70113,1,1,8,8,8
70116,1,1,8,8,7
70133,1,1,8,7,6
70138,1,1,8,8,6
70160,1,1,8,7,6
70171,1,1,7,7,6
70193,1,1,8,8,6
70259,1,1,8,8,6
70327,1,1,7,7,7
70346,2,1,8,8,6
70352,1,1,8,7,6
70374,1,1,8,7,6
70412,1,1,8,7,8
70430,1,1,7,7,7
70441,1,1,8,8,6
70497,1,1,8,7,7
70509,1,1,8,8,7
70518,1,1,8,7,8
70544,1,1,7,7,6
70549,1,1,8,8,6
70578,1,1,8,7,8
70736,1,1,7,7,7
70744,1,1,8,8,7
70752,1,1,8,8,8
70762,1,1,8,7,6
70876,1,1,8,7,7
70906,1,1,8,7,7
70915,1,1,8,7,6
70918,1,1,8,7,6
70922,1,1,8,8,7
70937,1,1,7,7,6
70949,1,1,8,7,7
70995,1,1,8,8,6
70997,1,1,7,8,6
71039,1,1,8,8,6
71046,1,1,8,8,8
71049,1,1,7,7,6
71104,1,1,8,8,8
71122,1,1,8,7,8
71135,1,1,8,7,6
71152,1,1,7,7,6
71195,1,1,8,6,8
71213,1,1,7,8,7
71221,1,1,7,7,6
71228,1,1,8,8,6
71244,1,1,8,8,6
71252,1,1,8,8,6
71302,1,1,8,7,6
71306,1,1,8,8,6
71319,1,1,8,8,8
71365,1,1,8,7,8
71416,1,1,8,8,6
71418,1,1,8,7,7
71442,1,1,8,7,7
71514,1,1,8,8,7
71516,1,1,7,8,6
71526,1,1,8,7,6
71534,1,1,7,7,7
71547,1,1,8,7,8
71554,1,1,8,8,7
71660,1,1,8,7,6
71682,1,1,8,8,8
71803,1,1,7,7,8
71834,1,1,8,8,6
71856,1,1,8,7,7
71895,1,1,8,7,6
71922,1,1,8,7,6
71938,1,1,8,8,8
71967,1,1,8,8,8
71980,1,1,8,8,6
72017,1,1,8,7,6
72032,1,1,8,8,6
72056,1,1,8,7,7
72084,1,1,8,8,8
72110,1,1,8,7,6
72124,1,1,8,8,6
72127,1,1,8,7,8
72144,1,1,7,7,6
72157,1,1,8,8,7
72212,1,1,7,7,8
72258,1,1,8,8,7
72279,1,1,8,8,6
72303,1,1,8,7,5
72327,1,1,8,7,6
72421,1,1,7,7,6
72442,1,1,8,7,7
72485,1,1,8,8,8
72506,1,1,7,7,6
72507,2,1,8,6,5
72536,1,1,8,7,8
72577,1,1,7,7,6
72641,1,1,8,7,6
72651,1,1,8,7,7
72657,1,1,8,8,6
72672,1,1,7,7,7
72683,1,1,7,7,6
72722,1,1,7,8,7
72728,1,1,8,7,6
72788,1,1,7,7,6
72831,1,1,8,8,8
72857,1,1,7,7,8
72867,1,1,7,7,6
72903,1,1,8,8,7
72908,1,1,8,8,6
72944,2,1,8,8,8
72946,1,1,8,7,5
72952,1,1,8,8,6
72968,1,1,7,8,6
72971,1,1,8,7,7
73063,1,1,7,7,6
73066,1,1,7,8,8
73099,1,1,8,7,8
73134,1,1,7,7,8
73177,1,1,8,8,8
73215,1,1,8,7,6
73220,1,1,8,8,6
73241,1,1,8,8,6
73266,1,1,7,8,8
73296,1,1,7,7,6
73317,1,1,7,8,6
73323,1,1,8,7,5
73338,1,1,8,7,8
73343,1,1,8,8,8
73385,2,1,8,7,6
73395,1,1,8,7,8
73443,1,1,8,7,5
73469,1,1,8,7,8
73488,1,1,6,8,4
73561,1,1,8,8,6
73604,1,1,8,7,6
73697,1,1,7,7,8
73753,1,1,8,8,6
73756,1,1,8,8,7
73772,1,1,8,7,6
73795,2,1,8,8,6
73844,1,1,8,8,6
73860,1,1,8,7,6
73866,2,1,8,8,7
73868,1,1,7,7,7
73906,1,1,8,8,6
73918,1,1,8,8,8
73933,1,1,8,8,6
73970,1,1,6,8,4
73973,1,1,8,8,6
74050,1,1,8,7,6
74053,1,1,8,8,6
74122,1,1,8,7,6
74151,1,1,8,7,7
74184,1,1,8,8,6
74188,1,1,8,8,7
74247,1,1,8,8,6
74292,1,1,7,7,6
74324,1,1,8,8,6
74332,1,1,8,8,8
74406,1,1,7,7,6
74408,1,1,8,7,7
74414,1,1,7,7,6
74439,1,1,8,8,6
74453,1,1,8,8,8
74476,1,1,8,7,6
74484,1,1,8,8,7
74519,1,1,8,7,7
74558,1,1,8,7,7
74576,1,1,8,8,7
74621,1,1,8,8,8
74631,1,1,7,7,8
74635,1,1,8,8,6
74671,1,1,8,8,2
74681,1,1,8,8,6
74702,1,1,8,8,7
74724,1,1,8,8,7
74728,1,1,8,8,8
74770,1,1,7,7,6
74843,1,1,8,8,6
74865,1,1,8,7,7
74871,1,1,7,8,7
74874,1,1,8,7,7
74881,1,1,8,8,6
74935,1,1,8,8,8
74948,2,1,7,7,5
74982,2,1,8,8,6
74984,1,1,8,8,6
75001,1,1,8,8,6
75019,1,1,8,8,6
75028,1,1,8,7,8
75033,1,1,8,8,7
75053,1,1,8,8,6
75071,1,1,7,6,6
75098,1,1,8,8,6
75118,1,1,8,7,7
75160,1,1,8,8,7
75165,1,1,7,8,8
75193,1,1,8,7,6
75211,1,1,7,8,5
75215,1,1,8,7,8
75238,1,1,8,8,6
75256,1,1,7,7,7
75293,1,1,8,7,6
75294,1,1,8,8,6
75395,1,1,8,8,6
75396,1,1,8,7,6
75431,1,1,8,7,8
75558,1,1,8,7,8
75560,1,1,8,7,8
75603,1,1,8,7,7
75608,1,1,8,8,6
75613,1,1,8,8,8
75635,1,1,8,8,8
75670,1,1,8,7,6
75712,1,1,8,7,7
75776,1,1,8,8,8
75777,1,1,7,7,8
75800,1,1,7,7,6
75854,1,1,8,7,6
75884,1,1,8,8,8
75921,1,1,8,8,6
75925,1,1,8,7,7
75973,1,1,8,7,8
75996,1,1,8,7,6
75997,1,1,8,7,8
76035,1,1,7,7,6
76109,1,1,8,7,6
76113,1,1,8,8,6
76140,1,1,8,8,6
76166,1,1,8,8,6
76222,1,1,8,8,7
76224,1,1,7,7,8
76227,1,1,8,7,6
76243,1,1,8,7,6
76255,1,1,8,7,8
76287,1,1,8,7,6
76341,1,1,8,8,8
76347,1,1,8,7,5
76362,1,1,7,7,6
76388,1,1,8,8,6
76489,1,1,8,7,7
76513,1,1,7,7,7
76613,1,1,8,8,6
76615,1,1,8,8,7
76618,1,1,8,8,8
76633,1,1,8,8,6
76635,1,1,8,8,7
76641,1,1,7,8,5
76657,1,1,8,7,5
76805,1,1,7,7,7
76824,1,1,8,7,6
76893,1,1,8,7,8
76928,1,1,8,8,8
76945,1,1,8,7,6
76950,1,1,8,8,7
76958,1,1,7,7,8
76965,1,1,8,8,6
77020,1,1,8,7,7
77028,1,1,8,8,6
77029,1,1,7,7,7
77050,1,1,8,7,8
77078,1,1,8,7,7
77126,1,1,7,7,7
77207,1,1,8,7,6
77251,1,1,7,8,6
77383,1,1,8,7,8
77524,1,1,8,8,6
77537,1,1,8,7,6
77552,1,1,8,8,6
77565,1,1,8,7,6
77598,1,1,7,7,8
77609,1,1,8,7,7
77615,1,1,8,7,6
77619,1,1,8,8,6
77621,1,1,8,8,7
77635,1,1,7,8,8
77647,1,1,8,7,7
77662,1,1,8,7,7
77674,1,1,7,8,7
77680,1,1,8,7,7
77682,1,1,6,6,5
77721,1,1,8,7,7
77807,1,1,7,7,7
77808,1,1,8,7,7
77813,1,1,8,7,6
77839,1,1,6,7,6
77863,1,1,8,8,6
77911,1,1,6,6,5
77943,1,1,8,7,6
77970,1,1,8,7,6
78004,1,1,8,7,7
78022,1,1,8,8,6
78037,1,1,8,8,6
78081,1,1,8,7,6
78083,1,1,7,8,6
78128,1,1,8,8,6
78133,1,1,8,8,8
78189,1,1,6,7,8
78213,1,1,8,7,6
78232,1,1,8,8,7
78328,1,1,8,8,6
78366,1,1,8,7,6
78377,2,1,8,7,6
78408,1,1,8,8,8
78409,1,1,8,7,6
78422,2,1,8,7,7
78429,1,1,7,8,6
78437,1,1,7,8,8
78556,1,1,6,6,6
78567,1,1,8,8,7
78623,1,1,7,7,6
78626,1,1,8,7,8
78639,1,1,8,7,6
78737,1,1,8,6,6
78738,1,1,8,8,6
78750,1,1,8,7,8
78789,1,1,8,7,7
78802,1,1,8,8,6
78861,1,1,8,7,8
78869,1,1,8,8,8
78901,1,1,8,7,6
78906,1,1,8,7,6
78933,1,1,8,8,8
78957,1,1,8,8,6
78995,1,1,8,8,7
79001,1,1,8,7,6
79020,1,1,8,8,8
79030,1,1,8,8,6
79211,1,1,8,8,6
79288,1,1,8,8,7
79298,1,1,7,8,7
79322,1,1,8,8,6
79376,1,1,7,8,6
79404,1,1,8,8,6
79509,1,1,7,7,5
79511,1,1,8,8,7
79516,1,1,8,8,8
79533,1,1,8,8,7
79556,1,1,8,8,6
79576,1,1,7,7,6
79646,1,1,8,7,6
79651,1,1,8,7,6
79796,1,1,8,8,8
79802,1,1,8,7,8
79804,1,1,7,8,6
79808,1,1,7,7,6
79839,1,1,7,7,6
79844,1,1,8,8,6
