51464,Female,65,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko dvejus ar daugiau metų)",Country village,LT021,No,1,6,Hardly interested,Yes
51557,Female,39,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Town or small city,LT021,Yes,4,3,Hardly interested,No
51575,Female,61,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,5,5,Hardly interested,Yes
51598,Female,27,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT011,No,4,4,Not at all interested,Not eligible to vote
51648,Female,53,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",Country village,LT026,No,Not at all religious,Right,Hardly interested,No
51661,Female,25,Aukštasis neuniversitetinis arba koleginis,A big city,LT011,No,2,9,Not at all interested,Yes
51702,Female,35,"Aukštasis universitetinis, įgytas baigus magistro arba rezidentūros studijas",A big city,LT011,Yes,7,9,Very interested,Yes
51827,Male,51,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Town or small city,LT011,Yes,Not at all religious,5,Not at all interested,No
51947,Female,36,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Suburbs or outskirts of big city,LT011,Yes,7,8,Not at all interested,No
51994,Female,24,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,No,1,7,Hardly interested,No
52007,Male,36,Aukštasis neuniversitetinis arba koleginis,Suburbs or outskirts of big city,LT011,Yes,5,5,Hardly interested,No
52042,Male,30,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT011,No,Not at all religious,3,Hardly interested,No
52075,Male,26,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT023,No,Not at all religious,8,Hardly interested,Yes
52108,Male,42,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT022,Yes,2,5,Quite interested,No
52172,Female,45,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Suburbs or outskirts of big city,LT011,Yes,7,5,Not at all interested,No
52175,Male,62,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Country village,LT024,Yes,2,8,Quite interested,Yes
52221,Male,18,Pradinis,A big city,LT011,Yes,7,5,Quite interested,Not eligible to vote
52267,Female,65,"Aukštesnysis arba specialusis vidurinis, įgytas po vidurinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus vidurinį išsilavinimą)",Country village,LT028,Yes,5,5,Very interested,Yes
52302,Female,29,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT022,Yes,6,5,Hardly interested,Yes
52336,Male,46,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",A big city,LT011,Yes,5,3,Quite interested,Yes
52347,Female,59,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT024,Yes,Very religious,Right,Hardly interested,Yes
52430,Male,32,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",A big city,LT022,Yes,9,5,Hardly interested,Yes
52450,Male,56,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Town or small city,LT021,Yes,Not at all religious,Right,Hardly interested,No
52526,Female,80,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Town or small city,LT021,Yes,8,Left,Quite interested,No
52551,Female,49,"Pagrindinis, įgytas pagrandinéje, vidurinéje, jaunimo, vakarinéje mokykloje, licéjuje ar (pro)gimnazijoje",Town or small city,LT029,No,5,3,Hardly interested,No
52560,Female,33,Aukštasis neuniversitetinis arba koleginis,A big city,LT022,No,5,8,Quite interested,Yes
52593,Female,32,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT022,Yes,3,3,Hardly interested,No
52601,Male,65,Aukštasis neuniversitetinis arba koleginis,Town or small city,LT029,Yes,5,Right,Quite interested,Yes
52625,Female,42,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",A big city,LT025,No,5,5,Hardly interested,Yes
52630,Female,67,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",Country village,LT025,No,3,4,Quite interested,Yes
52635,Male,54,"Profesinis, įgytas kartu baigiant ir pagrindinį išsilavinimą",Town or small city,LT025,Yes,9,5,Very interested,Yes
52691,Female,63,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT023,Yes,8,1,Hardly interested,Yes
52709,Female,44,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,7,4,Hardly interested,Yes
52722,Female,54,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",Town or small city,LT026,Yes,9,5,Very interested,Yes
52771,Female,50,Aukštasis neuniversitetinis arba koleginis,Country village,LT024,No,5,2,Not at all interested,Yes
52794,Female,35,Aukštasis neuniversitetinis arba koleginis,Town or small city,LT021,Yes,6,Right,Hardly interested,No
52806,Male,63,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Town or small city,LT011,Yes,5,1,Quite interested,Yes
52841,Male,62,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Country village,LT023,Yes,5,3,Quite interested,Yes
52856,Female,35,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",Suburbs or outskirts of big city,LT011,Yes,7,5,Quite interested,Not eligible to vote
52857,Female,32,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,No,Not at all religious,1,Quite interested,Yes
52896,Female,61,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,7,5,Hardly interested,No
52945,Female,53,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",A big city,LT011,Yes,6,3,Quite interested,Yes
52970,Female,29,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Country village,LT022,Yes,9,7,Hardly interested,Yes
53022,Female,84,"Aukštasis universitetinis, įgytas baigus magistro arba rezidentūros studijas",Town or small city,LT026,Yes,Very religious,Right,Quite interested,Yes
53042,Male,23,Aukštasis neuniversitetinis arba koleginis,A big city,LT022,No,Not at all religious,Left,Hardly interested,Yes
53092,Female,40,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",A big city,LT011,Yes,7,6,Quite interested,Yes
53098,Female,49,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Country village,LT025,Yes,4,5,Quite interested,No
53108,Male,42,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Town or small city,LT011,Yes,4,5,Not at all interested,Yes
53119,Male,53,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Suburbs or outskirts of big city,LT011,Yes,8,5,Not at all interested,Yes
53126,Male,65,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT027,Yes,8,2,Very interested,Yes
53164,Male,59,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Town or small city,LT029,Yes,7,5,Hardly interested,Yes
53284,Female,59,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",A big city,LT011,Yes,Very religious,5,Quite interested,Yes
53400,Female,34,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Town or small city,LT011,Yes,5,6,Hardly interested,Yes
53403,Female,68,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",A big city,LT011,Yes,6,1,Hardly interested,Yes
53449,Female,35,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Country village,LT024,Yes,6,6,Not at all interested,Yes
53481,Female,76,"Aukštesnysis arba specialusis vidurinis, įgytas po vidurinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus vidurinį išsilavinimą)",Town or small city,LT011,Yes,6,5,Quite interested,No
53584,Male,56,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT029,No,Not at all religious,5,Hardly interested,No
53644,Female,55,"Aukštesnysis arba specialusis vidurinis, įgytas po vidurinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus vidurinį išsilavinimą)",Town or small city,LT029,No,7,7,Hardly interested,Yes
53673,Male,50,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT011,Yes,Not at all religious,1,Not at all interested,Yes
53697,Male,52,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT026,No,7,5,Hardly interested,Yes
53698,Female,59,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",A big city,LT025,Yes,7,5,Quite interested,No
53925,Male,27,"Aukštasis universitetinis, įgytas baigus magistro arba rezidentūros studijas",A big city,LT022,No,Not at all religious,7,Quite interested,Yes
54041,Male,68,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",A big city,LT022,Yes,7,5,Quite interested,Yes
54067,Female,22,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",A big city,LT023,Yes,5,5,Hardly interested,No
54134,Male,53,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",A big city,LT023,No,Not at all religious,8,Quite interested,No
54142,Male,62,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Town or small city,LT023,No,5,8,Quite interested,Yes
54157,Male,70,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",A big city,LT022,Yes,4,2,Quite interested,Yes
54164,Female,36,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,7,4,Hardly interested,No
54226,Female,61,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT011,Yes,5,3,Quite interested,Yes
54259,Male,47,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Country village,LT021,Yes,6,6,Hardly interested,No
54317,Female,63,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko dvejus ar daugiau metų)",A big city,LT011,Yes,9,5,Quite interested,Yes
54355,Male,68,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT022,Yes,8,1,Quite interested,No
54382,Male,59,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Town or small city,LT021,No,Not at all religious,3,Not at all interested,No
54383,Female,55,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Country village,LT024,Yes,9,Right,Hardly interested,Yes
54408,Female,53,Aukštasis neuniversitetinis arba koleginis,A big city,LT011,No,Very religious,5,Hardly interested,No
54409,Male,48,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",A big city,LT025,No,1,1,Hardly interested,Yes
54456,Male,23,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko mažiau nei dvejus metus)",Town or small city,LT026,No,1,Left,Quite interested,Yes
54519,Female,56,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Country village,LT022,Yes,6,2,Quite interested,Yes
54563,Female,78,Aukštasis neuniversitetinis arba koleginis,Town or small city,LT025,Yes,7,Right,Quite interested,Yes
54580,Female,31,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko dvejus ar daugiau metų)",Country village,LT029,Yes,5,5,Hardly interested,Yes
54596,Male,65,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Country village,LT023,Yes,8,8,Hardly interested,Yes
54615,Female,77,"Aukštesnysis arba specialusis vidurinis, įgytas po vidurinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus vidurinį išsilavinimą)",Town or small city,LT022,Yes,8,Right,Quite interested,Yes
54620,Male,54,"Pagrindinis, įgytas pagrandinéje, vidurinéje, jaunimo, vakarinéje mokykloje, licéjuje ar (pro)gimnazijoje",Town or small city,LT028,Yes,8,4,Not at all interested,Yes
54708,Male,47,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko dvejus ar daugiau metų)",Country village,LT022,Yes,5,5,Hardly interested,No
54745,Female,35,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT026,No,Not at all religious,6,Hardly interested,Yes
54774,Male,19,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",A big city,LT011,No,Not at all religious,5,Not at all interested,No
54776,Male,30,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,5,5,Quite interested,No
54781,Female,33,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko mažiau nei dvejus metus)",A big city,LT026,Yes,6,5,Hardly interested,Yes
54879,Male,70,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",A big city,LT011,Yes,8,8,Quite interested,Yes
54904,Female,65,Aukštasis neuniversitetinis arba koleginis,Town or small city,LT029,Yes,7,7,Quite interested,Yes
54927,Female,50,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",Town or small city,LT028,Yes,7,6,Hardly interested,No
54961,Female,53,"Aukštesnysis arba specialusis vidurinis, įgytas po vidurinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus vidurinį išsilavinimą)",Country village,LT025,Yes,7,3,Quite interested,Yes
54985,Female,86,"Aukštasis universitetinis, įgytas baigus vientisąsias (įskaitant studijas aukštosiose mokyklose iki reformos 1991-1992 m.) arba specialiąsias profesines (diplomuoto specialisto) studijas po bakalauro studijų baigimo",Town or small city,LT025,Yes,7,Left,Hardly interested,Yes
54994,Male,62,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT026,Yes,5,5,Hardly interested,No
54998,Male,47,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT023,No,8,5,Hardly interested,Yes
55009,Male,34,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Suburbs or outskirts of big city,LT011,No,3,5,Hardly interested,No
55043,Male,34,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko dvejus ar daugiau metų)",Town or small city,LT021,Yes,Not at all religious,8,Not at all interested,No
55049,Female,83,"Pagrindinis, įgytas pagrandinéje, vidurinéje, jaunimo, vakarinéje mokykloje, licéjuje ar (pro)gimnazijoje",Country village,LT022,Yes,5,5,Quite interested,Yes
55083,Male,67,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",Country village,LT024,Yes,7,8,Quite interested,Yes
55165,Male,41,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko mažiau nei dvejus metus)",Town or small city,LT021,No,Not at all religious,Right,Not at all interested,No
55171,Male,54,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",A big city,LT025,Yes,8,2,Hardly interested,Yes
55238,Male,67,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",A big city,LT023,Yes,Not at all religious,Right,Hardly interested,Yes
55277,Female,36,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,6,7,Hardly interested,Yes
55325,Female,30,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Country village,LT027,Yes,5,5,Quite interested,Yes
55338,Male,53,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT025,No,4,5,Hardly interested,Yes
55383,Female,39,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT025,No,2,5,Hardly interested,No
55403,Female,77,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",Town or small city,LT029,Yes,5,5,Hardly interested,Yes
55429,Female,54,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Town or small city,LT022,Yes,8,8,Quite interested,Yes
55449,Male,58,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,7,4,Quite interested,Yes
55454,Female,48,"Aukštesnysis arba specialusis vidurinis, įgytas po vidurinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus vidurinį išsilavinimą)",Country village,LT027,Yes,5,7,Hardly interested,No
55475,Male,74,"Profesinis, įgytas kartu baigiant ir pagrindinį išsilavinimą",Town or small city,LT023,No,6,7,Hardly interested,Yes
55517,Female,19,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Suburbs or outskirts of big city,LT011,Yes,9,8,Hardly interested,Not eligible to vote
55532,Male,72,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko dvejus ar daugiau metų)",Town or small city,LT026,Yes,2,6,Hardly interested,Yes
55537,Male,29,Aukštasis neuniversitetinis arba koleginis,A big city,LT011,Yes,5,6,Hardly interested,No
55591,Female,26,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,3,5,Hardly interested,Yes
55607,Female,65,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo (kai profesinio mokymo programa truko mažiau nei dvejus metus)",Country village,LT027,Yes,9,9,Quite interested,Yes
55612,Female,51,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Country village,LT026,Yes,6,8,Quite interested,Yes
55617,Male,36,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Suburbs or outskirts of big city,LT022,No,3,7,Very interested,Yes
55619,Male,38,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",Country village,LT026,No,Not at all religious,9,Hardly interested,No
55621,Male,54,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,6,3,Quite interested,No
55631,Female,64,Aukštasis neuniversitetinis arba koleginis,Country village,LT028,Yes,Very religious,5,Quite interested,Yes
55684,Male,30,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,7,5,Hardly interested,Yes
55702,Female,84,Pradinis,Town or small city,LT028,Yes,3,6,Hardly interested,Yes
55708,Female,58,"Vidurinis, įgytas vidurinéje, vakarinéje, mokykloje, licéjuje ar gimnazijoje",Town or small city,LT011,Yes,Very religious,5,Very interested,No
55773,Female,62,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,5,3,Hardly interested,Yes
55774,Female,64,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",Country village,LT026,Yes,6,5,Quite interested,Yes
55782,Male,28,"Profesinis, įgytas po pagrindinio išsilavinimo baigimo, kartu įgyjant ir vidurinį išsilavinimą",Country village,LT027,Yes,5,5,Not at all interested,Yes
55851,Male,40,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,5,3,Quite interested,No
55922,Male,48,"Pagrindinis, įgytas pagrandinéje, vidurinéje, jaunimo, vakarinéje mokykloje, licéjuje ar (pro)gimnazijoje",Town or small city,LT026,Yes,5,5,Hardly interested,Yes
55930,Male,59,"Aukštesnysis arba specialusis vidurinis, įgytas po pagrindinio išsilavinimo baigimo (apima ir technikumus, jei įstota įgijus pagrindinį išsilavinimą)",Town or small city,LT026,No,Not at all religious,Right,Quite interested,No
55946,Male,32,"Profesinis, įgytas po vidurinio išsilavinimo baigimo",A big city,LT011,Yes,6,5,Hardly interested,Yes
56016,Female,28,"Aukštasis universitetinis, įgytas baigus bakalauro studijas",A big city,LT011,Yes,7,5,Hardly interested,Yes
